entry_id,line_no,date,posted_ts,account,account_name,department,description,debit,credit,source_system,user
JE202500036,1,2025-01-28,2025-01-28 09:15:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,13970.93,0.0,ERP,spatel
JE202500036,2,2025-01-28,2025-01-28 09:15:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,13970.93,ERP,spatel
JE202500047,1,2025-01-28,2025-01-28 11:40:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,36696.93,0.0,ERP,jchen
JE202500047,2,2025-01-28,2025-01-28 11:40:00,1200,Inventory,G&A,COGS - inventory relief,0.0,36696.93,ERP,jchen
JE202500063,1,2025-01-28,2025-01-28 08:30:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,37783.96,0.0,ERP,spatel
JE202500063,2,2025-01-28,2025-01-28 08:30:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,37783.96,ERP,spatel
JE202500067,1,2025-01-28,2025-01-28 15:15:00,6200,Rent & Facilities,G&A,Rent & Facilities expense,29956.3,0.0,ERP,spatel
JE202500067,2,2025-01-28,2025-01-28 15:15:00,1000,Cash - Operating,G&A,Rent & Facilities expense,0.0,29956.3,ERP,spatel
JE202500002,1,2025-01-29,2025-01-29 16:05:00,1000,Cash - Operating,G&A,Product sale - cash,51970.65,0.0,ERP,jchen
JE202500002,2,2025-01-29,2025-01-29 16:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,51970.65,ERP,jchen
JE202500025,1,2025-01-29,2025-01-29 12:15:00,1000,Cash - Operating,G&A,Product sale - cash,33684.22,0.0,ERP,dwright
JE202500025,2,2025-01-29,2025-01-29 12:15:00,4000,Product Revenue,Sales,Product sale - cash,0.0,33684.22,ERP,dwright
JE202500064,1,2025-01-29,2025-01-29 14:10:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,27555.09,0.0,ERP,spatel
JE202500064,2,2025-01-29,2025-01-29 14:10:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,27555.09,ERP,spatel
JE202500024,1,2025-01-30,2025-01-30 16:00:00,1000,Cash - Operating,G&A,Product sale - cash,47524.9,0.0,ERP,kkim
JE202500024,2,2025-01-30,2025-01-30 16:00:00,4000,Product Revenue,Sales,Product sale - cash,0.0,47524.9,ERP,kkim
JE202500053,1,2025-01-30,2025-01-30 13:05:00,1200,Inventory,G&A,Inventory purchase - on account,61474.83,0.0,ERP,mlopez
JE202500053,2,2025-01-30,2025-01-30 13:05:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,61474.83,ERP,mlopez
JE202500027,1,2025-01-31,2025-01-31 16:10:00,1000,Cash - Operating,G&A,Product sale - cash,51421.93,0.0,ERP,SYSTEM
JE202500027,2,2025-01-31,2025-01-31 16:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,51421.93,ERP,SYSTEM
JE202500061,1,2025-01-31,2025-01-31 10:50:00,6000,Salaries & Wages,G&A,Payroll run,129981.79,0.0,ERP,SYSTEM
JE202500061,2,2025-01-31,2025-01-31 10:50:00,1000,Cash - Operating,G&A,Payroll run,0.0,129981.79,ERP,SYSTEM
JE202500081,1,2025-02-03,2025-02-03 11:20:00,1000,Cash - Operating,G&A,Product sale - cash,65362.26,0.0,ERP,spatel
JE202500081,2,2025-02-03,2025-02-03 11:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,65362.26,ERP,spatel
JE202500100,1,2025-02-03,2025-02-03 15:00:00,1000,Cash - Operating,G&A,Service revenue,28865.42,0.0,ERP,afarrell
JE202500100,2,2025-02-03,2025-02-03 15:00:00,4100,Service Revenue,Sales,Service revenue,0.0,28865.42,ERP,afarrell
JE202500114,1,2025-02-03,2025-02-03 12:45:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,44971.92,0.0,ERP,spatel
JE202500114,2,2025-02-03,2025-02-03 12:45:00,1200,Inventory,G&A,COGS - inventory relief,0.0,44971.92,ERP,spatel
JE202500131,1,2025-02-03,2025-02-03 14:45:00,1200,Inventory,G&A,Inventory purchase - paid,58914.68,0.0,ERP,afarrell
JE202500131,2,2025-02-03,2025-02-03 14:45:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,58914.68,ERP,afarrell
JE202500136,1,2025-02-03,2025-02-03 10:15:00,6000,Salaries & Wages,G&A,Payroll run,80035.56,0.0,ERP,SYSTEM
JE202500136,2,2025-02-03,2025-02-03 10:15:00,1000,Cash - Operating,G&A,Payroll run,0.0,80035.56,ERP,SYSTEM
JE202500144,1,2025-02-03,2025-02-03 11:00:00,6200,Rent & Facilities,G&A,Rent & Facilities expense,28184.51,0.0,ERP,SYSTEM
JE202500144,2,2025-02-03,2025-02-03 11:00:00,1000,Cash - Operating,G&A,Rent & Facilities expense,0.0,28184.51,ERP,SYSTEM
JE202500103,1,2025-02-04,2025-02-04 17:15:00,1000,Cash - Operating,G&A,Service revenue,35238.56,0.0,ERP,kkim
JE202500103,2,2025-02-04,2025-02-04 17:15:00,4100,Service Revenue,Sales,Service revenue,0.0,35238.56,ERP,kkim
JE202500105,1,2025-02-04,2025-02-04 17:00:00,1000,Cash - Operating,G&A,Service revenue,49383.96,0.0,ERP,mlopez
JE202500105,2,2025-02-04,2025-02-04 17:00:00,4100,Service Revenue,Sales,Service revenue,0.0,49383.96,ERP,mlopez
JE202500110,1,2025-02-04,2025-02-04 14:30:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,16115.91,0.0,ERP,afarrell
JE202500110,2,2025-02-04,2025-02-04 14:30:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,16115.91,ERP,afarrell
JE202500129,1,2025-02-05,2025-02-05 15:05:00,1200,Inventory,G&A,Inventory purchase - on account,67104.95,0.0,ERP,dwright
JE202500129,2,2025-02-05,2025-02-05 15:05:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,67104.95,ERP,dwright
JE202500132,1,2025-02-05,2025-02-05 17:20:00,1200,Inventory,G&A,Inventory purchase - paid,56132.68,0.0,ERP,spatel
JE202500132,2,2025-02-05,2025-02-05 17:20:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,56132.68,ERP,spatel
JE202500898,1,2025-02-05,2025-02-05 15:15:00,6500,Professional Fees,G&A,Large vendor invoice,259474.83,0.0,ERP,SYSTEM
JE202500898,2,2025-02-05,2025-02-05 15:15:00,1000,Cash - Operating,G&A,Large vendor invoice,0.0,259474.83,ERP,SYSTEM
JE202500078,1,2025-02-06,2025-02-06 17:20:00,1000,Cash - Operating,G&A,Product sale - cash,67813.92,0.0,ERP,SYSTEM
JE202500078,2,2025-02-06,2025-02-06 17:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,67813.92,ERP,SYSTEM
JE202500088,1,2025-02-06,2025-02-06 15:45:00,1000,Cash - Operating,G&A,Product sale - cash,58042.11,0.0,ERP,spatel
JE202500088,2,2025-02-06,2025-02-06 15:45:00,4000,Product Revenue,Sales,Product sale - cash,0.0,58042.11,ERP,spatel
JE202500098,1,2025-02-06,2025-02-06 08:20:00,1000,Cash - Operating,G&A,Product sale - cash,75817.58,0.0,ERP,spatel
JE202500098,2,2025-02-06,2025-02-06 08:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,75817.58,ERP,spatel
JE202500104,1,2025-02-06,2025-02-06 17:05:00,1000,Cash - Operating,G&A,Service revenue,43686.67,0.0,ERP,SYSTEM
JE202500104,2,2025-02-06,2025-02-06 17:05:00,4100,Service Revenue,Sales,Service revenue,0.0,43686.67,ERP,SYSTEM
JE202500111,1,2025-02-06,2025-02-06 16:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,42026.03,0.0,ERP,dwright
JE202500111,2,2025-02-06,2025-02-06 16:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,42026.03,ERP,dwright
JE202500137,1,2025-02-06,2025-02-06 08:40:00,6000,Salaries & Wages,G&A,Payroll run,87073.12,0.0,ERP,SYSTEM
JE202500137,2,2025-02-06,2025-02-06 08:40:00,1000,Cash - Operating,G&A,Payroll run,0.0,87073.12,ERP,SYSTEM
JE202500141,1,2025-02-06,2025-02-06 12:20:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,21214.03,0.0,ERP,kkim
JE202500141,2,2025-02-06,2025-02-06 12:20:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,21214.03,ERP,kkim
JE202500146,1,2025-02-06,2025-02-06 17:40:00,6300,Software & IT,G&A,Software & IT expense,18736.57,0.0,ERP,afarrell
JE202500146,2,2025-02-06,2025-02-06 17:40:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,18736.57,ERP,afarrell
JE202500079,1,2025-02-07,2025-02-07 14:30:00,1000,Cash - Operating,G&A,Product sale - cash,52044.07,0.0,ERP,kkim
JE202500079,2,2025-02-07,2025-02-07 14:30:00,4000,Product Revenue,Sales,Product sale - cash,0.0,52044.07,ERP,kkim
JE202500102,1,2025-02-07,2025-02-07 08:10:00,1000,Cash - Operating,G&A,Service revenue,22759.43,0.0,ERP,spatel
JE202500102,2,2025-02-07,2025-02-07 08:10:00,4100,Service Revenue,Sales,Service revenue,0.0,22759.43,ERP,spatel
JE202500152,1,2025-02-07,2025-02-07 12:50:00,6900,Other Operating Expense,G&A,Other Operating Expense expense,4957.86,0.0,ERP,spatel
